,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals
574,4-4-2,346,459,0,277,2223,2208,3-2-2-2-1,264,347,56,131,1943,2096,1,3
575,4-2-2-2,224,518,75,353,2282,2445,3-2-2-2-1,203,508,405,150,2171,2212,1,1
576,4-4-2,214,485,237,387,2255,2233,4-4-2,218,446,118,297,2169,2207,2,0
577,4-5-1,145,381,292,215,2217,2322,4-1-4-1,312,300,260,340,2232,2267,0,1
578,4-2-3-1,241,485,80,243,2377,2358,3-1-4-2,402,469,213,298,2128,2199,4,1
579,4-3-2-1,218,849,190,291,2219,2211,4-1-4-1,228,491,285,232,2277,2216,1,3
580,3-2-2-2-1,165,601,133,370,2237,2258,3-2-2-2-1,136,355,180,136,2050,1924,4,1
581,4-1-4-1,252,420,125,266,1924,2125,4-4-2,346,459,0,277,2223,2208,0,3
582,4-2-3-1,226,483,146,152,2346,2317,4-1-4-1,285,588,435,370,2314,2342,0,1
583,4-2-2-2,402,469,213,298,2128,2199,4-2-2-2,224,518,75,353,2282,2445,3,3
584,4-1-4-1,312,300,260,340,2232,2267,3-2-2-2-1,218,849,190,291,2219,2211,0,0
585,4-2-3-1,315,602,206,150,2095,2258,4-4-2,214,485,237,387,2255,2233,1,2
586,3-4-3,203,508,405,150,2171,2212,4-2-3-1,241,485,80,243,2377,2358,0,2
587,4-2-2-2,218,446,118,297,2169,2207,4-1-4-1,277,435,282,278,2224,2210,2,2
588,3-4-3,264,347,56,131,1943,2096,4-1-4-1,145,381,292,215,2217,2322,0,2
589,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,301,462,83,311,2268,2290,2,1
590,4-1-4-1,277,435,282,278,2224,2210,4-2-2-1-1,301,462,83,311,2268,2290,0,1
591,4-2-2-2,214,485,237,387,2255,2233,3-2-2-2-1,136,355,180,136,2050,1924,2,1
592,4-1-4-1,252,420,125,266,1924,2125,4-3-2-1,315,602,206,150,2095,2258,0,0
593,4-1-4-1,312,300,260,340,2232,2267,5-4-1,203,508,405,150,2171,2212,2,1
594,4-1-4-1,145,381,292,215,2217,2322,4-2-2-2,224,518,75,353,2282,2445,1,2
595,4-1-4-1,285,588,435,370,2314,2342,3-2-2-2-1,218,849,190,291,2219,2211,1,2
596,4-2-3-1,218,446,118,297,2169,2207,3-4-3,165,601,133,370,2237,2258,1,0
597,4-2-3-1,226,483,146,152,2346,2317,4-2-2-1-1,402,469,213,298,2128,2199,2,0
598,4-4-2,346,459,0,277,2223,2208,4-4-2,241,485,80,243,2377,2358,0,1
599,4-1-4-1,228,491,285,232,2277,2216,3-2-3-2,264,347,56,131,1943,2096,3,0
600,4-4-2,165,601,133,370,2237,2258,4-1-4-1,312,300,260,340,2232,2267,2,0
601,4-2-2-2,402,469,213,298,2128,2199,4-2-3-1,218,446,118,297,2169,2207,2,0
602,4-2-3-1,301,462,83,311,2268,2290,4-1-4-1,145,381,292,215,2217,2322,4,3
603,4-1-4-1,241,485,80,243,2377,2358,4-1-4-1,277,435,282,278,2224,2210,2,1
604,3-2-2-2-1,203,508,405,150,2171,2212,4-4-2,252,420,125,266,1924,2125,3,0
605,3-2-3-2,218,849,190,291,2219,2211,4-2-3-1,226,483,146,152,2346,2317,2,1
606,4-2-2-2,224,518,75,353,2282,2445,4-2-2-2,214,485,237,387,2255,2233,0,0
607,3-3-2-2,264,347,56,131,1943,2096,4-2-3-1,285,588,435,370,2314,2342,4,3
608,3-4-3,136,355,180,136,2050,1924,3-2-2-2-1,346,459,0,277,2223,2208,1,2
609,4-1-4-1,315,602,206,150,2095,2258,4-1-4-1,228,491,285,232,2277,2216,0,3
610,4-4-2,165,601,133,370,2237,2258,4-4-1-1,252,420,125,266,1924,2125,2,1
611,3-2-2-2-1,136,355,180,136,2050,1924,4-1-4-1,277,435,282,278,2224,2210,4,2
612,4-1-4-1,315,602,206,150,2095,2258,4-1-4-1,226,483,146,152,2346,2317,0,1
613,4-1-4-1,241,485,80,243,2377,2358,4-2-2-2,214,485,237,387,2255,2233,2,2
614,3-2-2-2-1,203,508,405,150,2171,2212,4-1-4-1,228,491,285,232,2277,2216,2,1
615,3-5-2,264,347,56,131,1943,2096,4-2-2-2,218,446,118,297,2169,2207,3,0
616,4-2-2-1-1,402,469,213,298,2128,2199,4-1-4-1,312,300,260,340,2232,2267,4,0
617,4-2-3-1,301,462,83,311,2268,2290,4-2-2-1-1,285,588,435,370,2314,2342,1,1
618,3-1-4-2,218,849,190,291,2219,2211,4-1-4-1,145,381,292,215,2217,2322,1,1
619,3-5-2,346,459,0,277,2223,2208,4-4-2,224,518,75,353,2282,2445,2,1
620,4-1-4-1,277,435,282,278,2224,2210,4-2-2-2,224,518,75,353,2282,2445,0,0
621,4-4-2,214,485,237,387,2255,2233,3-2-3-2,218,849,190,291,2219,2211,1,1
622,4-2-2-1-1,252,420,125,266,1924,2125,4-2-2-1-1,402,469,213,298,2128,2199,2,0
623,4-1-4-1,312,300,260,340,2232,2267,4-1-4-1,315,602,206,150,2095,2258,5,0
624,4-4-2,145,381,292,215,2217,2322,3-2-2-2-1,136,355,180,136,2050,1924,2,0
625,4-1-4-1,226,483,146,152,2346,2317,3-5-2,264,347,56,131,1943,2096,1,3
626,4-2-3-1,346,459,0,277,2223,2208,3-4-3,203,508,405,150,2171,2212,1,0
627,4-2-3-1,285,588,435,370,2314,2342,4-4-2,241,485,80,243,2377,2358,0,1
628,4-1-4-1,228,491,285,232,2277,2216,4-4-2,165,601,133,370,2237,2258,3,1
629,4-2-3-1,218,446,118,297,2169,2207,4-1-4-1,301,462,83,311,2268,2290,1,1
630,4-2-3-1,226,483,146,152,2346,2317,4-1-4-1,228,491,285,232,2277,2216,0,2
631,4-1-4-1,277,435,282,278,2224,2210,4-2-2-2,214,485,237,387,2255,2233,1,3
632,4-1-4-1,145,381,292,215,2217,2322,4-1-4-1,218,446,118,297,2169,2207,1,1
633,4-2-3-1,136,355,180,136,2050,1924,4-1-4-1,241,485,80,243,2377,2358,0,3
634,4-1-4-1,315,602,206,150,2095,2258,3-4-3,165,601,133,370,2237,2258,1,2
635,4-1-4-1,301,462,83,311,2268,2290,4-1-4-1,402,469,213,298,2128,2199,3,0
636,3-2-3-2,218,849,190,291,2219,2211,3-4-1-2,252,420,125,266,1924,2125,1,2
637,4-2-2-2,224,518,75,353,2282,2445,4-2-3-1,226,483,146,152,2346,2317,1,0
638,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,312,300,260,340,2232,2267,6,0
639,4-4-2,346,459,0,277,2223,2208,4-1-4-1,285,588,435,370,2314,2342,3,1
640,3-3-2-2,264,347,56,131,1943,2096,3-3-2-1-1,203,508,405,150,2171,2212,1,1
641,3-2-2-2-1,252,420,125,266,1924,2125,4-2-2-2,224,518,75,353,2282,2445,1,5
642,4-1-4-1,218,446,118,297,2169,2207,4-2-2-1-1,136,355,180,136,2050,1924,3,1
643,4-2-3-1,402,469,213,298,2128,2199,3-2-2-1-2,264,347,56,131,1943,2096,1,1
644,4-2-2-2,214,485,237,387,2255,2233,3-2-2-1-2,346,459,0,277,2223,2208,2,1
645,4-1-4-1,285,588,435,370,2314,2342,4-1-4-1,145,381,292,215,2217,2322,1,4
646,5-4-1,203,508,405,150,2171,2212,4-4-2,315,602,206,150,2095,2258,2,0
647,4-2-3-1,165,601,133,370,2237,2258,3-1-4-1-1,218,849,190,291,2219,2211,2,0
648,4-4-2,241,485,80,243,2377,2358,4-1-4-1,301,462,83,311,2268,2290,0,0
649,4-4-1-1,252,420,125,266,1924,2125,4-2-3-1,226,483,146,152,2346,2317,0,3
650,4-4-2,315,602,206,150,2095,2258,3-5-2,264,347,56,131,1943,2096,1,0
651,4-3-3,285,588,435,370,2314,2342,4-3-3,277,435,282,278,2224,2210,2,1
652,3-4-3,203,508,405,150,2171,2212,4-4-2,214,485,237,387,2255,2233,2,0
653,3-4-3,165,601,133,370,2237,2258,4-4-2,402,469,213,298,2128,2199,5,1
654,4-3-3,312,300,260,340,2232,2267,4-2-3-1,346,459,0,277,2223,2208,2,0
655,4-3-3,145,381,292,215,2217,2322,4-3-3,241,485,80,243,2377,2358,1,3
656,4-3-3,301,462,83,311,2268,2290,4-4-2,224,518,75,353,2282,2445,5,0
657,4-3-3,228,491,285,232,2277,2216,4-2-3-1,218,446,118,297,2169,2207,1,0
658,3-5-2,218,849,190,291,2219,2211,4-4-2,136,355,180,136,2050,1924,2,0
659,3-4-3,402,469,213,298,2128,2199,4-3-3,228,491,285,232,2277,2216,0,1
660,4-3-3,277,435,282,278,2224,2210,4-4-2,315,602,206,150,2095,2258,1,0
661,4-4-2,214,485,237,387,2255,2233,4-5-1,145,381,292,215,2217,2322,1,3
662,4-4-2,241,485,80,243,2377,2358,3-5-2,218,849,190,291,2219,2211,3,2
663,3-4-1-2,346,459,0,277,2223,2208,4-2-3-1,165,601,133,370,2237,2258,1,1
664,4-1-4-1,218,446,118,297,2169,2207,3-4-3,203,508,405,150,2171,2212,2,0
665,3-5-1-1,264,347,56,131,1943,2096,4-4-2,252,420,125,266,1924,2125,2,0
666,4-4-1-1,226,483,146,152,2346,2317,4-3-3,301,462,83,311,2268,2290,0,0
667,4-2-3-1,136,355,180,136,2050,1924,4-3-3,312,300,260,340,2232,2267,1,2
668,4-2-2-2,224,518,75,353,2282,2445,3-4-3,285,588,435,370,2314,2342,2,1
669,4-2-3-1,252,420,125,266,1924,2125,4-1-4-1,218,446,118,297,2169,2207,2,0
670,4-3-3,145,381,292,215,2217,2322,4-5-1,277,435,282,278,2224,2210,1,2
671,4-4-2,315,602,206,150,2095,2258,4-4-2,402,469,213,298,2128,2199,0,2
672,4-2-3-1,285,588,435,370,2314,2342,4-3-3,136,355,180,136,2050,1924,3,1
673,4-3-3,228,491,285,232,2277,2216,4-5-1,224,518,75,353,2282,2445,3,1
674,3-4-3,203,508,405,150,2171,2212,4-2-3-1,226,483,146,152,2346,2317,3,2
675,3-4-3,218,849,190,291,2219,2211,4-4-2,346,459,0,277,2223,2208,2,1
676,3-4-1-2,165,601,133,370,2237,2258,4-4-2,241,485,80,243,2377,2358,2,0
677,4-3-3,312,300,260,340,2232,2267,3-5-2,264,347,56,131,1943,2096,1,1
678,4-3-3,301,462,83,311,2268,2290,4-4-2,214,485,237,387,2255,2233,4,2
679,4-4-2,402,469,213,298,2128,2199,3-4-3,203,508,405,150,2171,2212,2,2
680,4-4-2,214,485,237,387,2255,2233,4-1-4-1,285,588,435,370,2314,2342,1,2
681,4-1-4-1,218,446,118,297,2169,2207,4-2-3-1,315,602,206,150,2095,2258,4,3
682,4-2-3-1,226,483,146,152,2346,2317,4-3-3,312,300,260,340,2232,2267,2,0
683,4-3-3,136,355,180,136,2050,1924,4-3-3,301,462,83,311,2268,2290,1,2
684,4-3-3,277,435,282,278,2224,2210,4-2-2-2,218,849,190,291,2219,2211,0,1
685,4-4-2,214,485,237,387,2255,2233,3-5-2,264,347,56,131,1943,2096,2,0
686,4-3-3,145,381,292,215,2217,2322,4-2-3-1,315,602,206,150,2095,2258,2,0
687,3-4-3,136,355,180,136,2050,1924,4-3-3,228,491,285,232,2277,2216,0,2
688,4-5-1,285,588,435,370,2314,2342,4-4-2,402,469,213,298,2128,2199,2,0
689,4-4-2,241,485,80,243,2377,2358,4-4-2,224,518,75,353,2282,2445,2,1
690,4-4-2,218,446,118,297,2169,2207,4-2-3-1,226,483,146,152,2346,2317,0,2
691,4-2-3-1,252,420,125,266,1924,2125,4-3-3,312,300,260,340,2232,2267,1,2
692,4-3-3,301,462,83,311,2268,2290,3-5-2,346,459,0,277,2223,2208,2,1
693,3-4-3,165,601,133,370,2237,2258,3-4-3,203,508,405,150,2171,2212,2,0
694,4-4-2,224,518,75,353,2282,2445,3-4-3,136,355,180,136,2050,1924,4,1
695,3-5-2,264,347,56,131,1943,2096,3-5-1-1,241,485,80,243,2377,2358,2,1
696,4-3-3,312,300,260,340,2232,2267,4-3-3,277,435,282,278,2224,2210,3,0
697,4-3-3,228,491,285,232,2277,2216,4-4-1-1,252,420,125,266,1924,2125,2,0
698,4-2-3-1,346,459,0,277,2223,2208,4-3-3,145,381,292,215,2217,2322,2,0
699,3-4-3,218,849,190,291,2219,2211,4-3-3,301,462,83,311,2268,2290,1,3
700,4-4-2,402,469,213,298,2128,2199,4-4-2,214,485,237,387,2255,2233,1,3
701,4-4-1-1,315,602,206,150,2095,2258,4-1-4-1,285,588,435,370,2314,2342,1,4
702,3-4-3,203,508,405,150,2171,2212,4-4-2,145,381,292,215,2217,2322,0,1
703,4-2-3-1,226,483,146,152,2346,2317,3-4-3,165,601,133,370,2237,2258,1,0
704,4-3-3,312,300,260,340,2232,2267,4-2-3-1,218,446,118,297,2169,2207,2,0
705,4-1-4-1,285,588,435,370,2314,2342,3-4-3,203,508,405,150,2171,2212,0,1
706,4-3-3,277,435,282,278,2224,2210,4-4-2,402,469,213,298,2128,2199,0,5
707,4-4-2,214,485,237,387,2255,2233,4-2-3-1,252,420,125,266,1924,2125,2,0
708,4-2-3-1,136,355,180,136,2050,1924,4-2-3-1,226,483,146,152,2346,2317,2,0
709,4-2-3-1,241,485,80,243,2377,2358,4-1-4-1,218,446,118,297,2169,2207,2,1
710,3-4-3,218,849,190,291,2219,2211,3-5-2,264,347,56,131,1943,2096,3,1
711,3-4-1-2,346,459,0,277,2223,2208,3-4-3,315,602,206,150,2095,2258,4,0
712,4-5-1,145,381,292,215,2217,2322,4-2-3-1,228,491,285,232,2277,2216,1,3
713,4-3-3,301,462,83,311,2268,2290,4-3-3,312,300,260,340,2232,2267,2,0
714,4-4-2,224,518,75,353,2282,2445,4-2-3-1,165,601,133,370,2237,2258,0,1
715,4-3-3,277,435,282,278,2224,2210,4-2-3-1,252,420,125,266,1924,2125,0,2
716,4-4-2,402,469,213,298,2128,2199,4-2-3-1,136,355,180,136,2050,1924,0,1
717,4-4-1-1,315,602,206,150,2095,2258,4-2-2-2,224,518,75,353,2282,2445,1,2
718,4-3-3,228,491,285,232,2277,2216,3-5-2,346,459,0,277,2223,2208,1,0
719,3-4-3,203,508,405,150,2171,2212,3-4-3,218,849,190,291,2219,2211,3,1
720,4-1-4-1,218,446,118,297,2169,2207,4-4-1-1,285,588,435,370,2314,2342,2,2
721,3-5-2,264,347,56,131,1943,2096,4-3-3,277,435,282,278,2224,2210,0,0
722,3-4-1-2,165,601,133,370,2237,2258,4-4-2,145,381,292,215,2217,2322,2,3
723,4-1-4-1,252,420,125,266,1924,2125,4-3-3,301,462,83,311,2268,2290,0,2
724,4-2-3-1,226,483,146,152,2346,2317,4-3-3,241,485,80,243,2377,2358,4,0
725,4-3-3,312,300,260,340,2232,2267,4-4-2,214,485,237,387,2255,2233,2,2
726,4-3-3,346,459,0,277,2223,2208,4-3-3,277,435,282,278,2224,2210,1,0
727,4-2-2-2,224,518,75,353,2282,2445,3-4-3,218,849,190,291,2219,2211,1,1
728,3-5-2,241,485,80,243,2377,2358,4-3-3,228,491,285,232,2277,2216,0,2
729,3-5-2,264,347,56,131,1943,2096,4-2-3-1,165,601,133,370,2237,2258,3,1
730,4-3-3,301,462,83,311,2268,2290,4-1-4-1,315,602,206,150,2095,2258,5,0
731,4-4-2,277,435,282,278,2224,2210,3-4-3,203,508,405,150,2171,2212,1,1
732,4-4-2,145,381,292,215,2217,2322,4-2-3-1,226,483,146,152,2346,2317,0,0
733,4-2-3-1,136,355,180,136,2050,1924,4-2-3-1,252,420,125,266,1924,2125,1,0
734,4-3-3,218,849,190,291,2219,2211,3-5-2,402,469,213,298,2128,2199,3,3
735,4-4-2,346,459,0,277,2223,2208,4-1-4-1,218,446,118,297,2169,2207,0,1
736,4-4-2,224,518,75,353,2282,2445,3-5-2,264,347,56,131,1943,2096,1,2
737,4-4-2,214,485,237,387,2255,2233,3-4-3,228,491,285,232,2277,2216,0,1
738,4-1-4-1,285,588,435,370,2314,2342,4-4-2,165,601,133,370,2237,2258,3,0
739,4-4-2,241,485,80,243,2377,2358,4-3-3,312,300,260,340,2232,2267,1,1
740,4-2-3-1,226,483,146,152,2346,2317,4-4-2,214,485,237,387,2255,2233,2,0
741,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,346,459,0,277,2223,2208,1,0
742,4-4-1-1,252,420,125,266,1924,2125,4-4-2,145,381,292,215,2217,2322,2,3
743,3-4-3,203,508,405,150,2171,2212,4-3-3,301,462,83,311,2268,2290,2,3
744,4-2-3-1,218,446,118,297,2169,2207,4-4-2,218,849,190,291,2219,2211,3,0
745,3-5-2,264,347,56,131,1943,2096,3-5-2,136,355,180,136,2050,1924,1,0
746,4-4-2,165,601,133,370,2237,2258,4-5-1,277,435,282,278,2224,2210,1,1
747,4-3-3,312,300,260,340,2232,2267,4-2-2-2,224,518,75,353,2282,2445,3,0
748,4-3-3,315,602,206,150,2095,2258,4-4-2,241,485,80,243,2377,2358,1,1
749,4-3-3,228,491,285,232,2277,2216,4-1-4-1,285,588,435,370,2314,2342,1,0
750,4-5-1,277,435,282,278,2224,2210,4-4-1-1,228,491,285,232,2277,2216,1,4
751,4-4-2,214,485,237,387,2255,2233,4-2-3-1,165,601,133,370,2237,2258,1,3
752,4-4-2,145,381,292,215,2217,2322,4-4-1-1,402,469,213,298,2128,2199,5,3
753,4-2-3-1,136,355,180,136,2050,1924,3-4-3,203,508,405,150,2171,2212,0,4
754,4-1-4-1,285,588,435,370,2314,2342,4-3-3,312,300,260,340,2232,2267,0,0
755,4-3-3,301,462,83,311,2268,2290,3-5-2,264,347,56,131,1943,2096,2,0
756,4-4-2,241,485,80,243,2377,2358,4-4-1-1,252,420,125,266,1924,2125,0,2
757,4-4-2,218,849,190,291,2219,2211,4-3-3,315,602,206,150,2095,2258,1,1
758,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,226,483,146,152,2346,2317,2,2
759,4-4-2,224,518,75,353,2282,2445,4-2-3-1,218,446,118,297,2169,2207,1,4
760,4-3-3,243,624,321,367,2294,2258,4-2-3-1,203,411,128,280,2005,2034,4,1
761,3-4-3,216,410,379,225,2086,2106,3-5-2,193,336,284,314,2025,1969,1,1
762,4-4-2,371,727,136,419,2071,2255,3-4-3,287,437,134,366,2038,2187,3,0
763,4-4-2,227,700,171,206,2065,2233,4-2-3-1,217,462,150,155,2193,2254,0,0
764,4-4-2,236,538,84,242,2261,2279,4-1-4-1,272,282,195,271,1913,2062,3,1
765,4-2-2-2,221,577,71,296,2089,2369,3-4-3,213,423,503,224,2212,2206,0,3
766,4-2-3-1,217,497,123,156,2101,2195,4-3-3,219,606,147,172,2290,2191,0,5
767,4-1-4-1,229,741,296,82,2158,2255,3-5-2,221,423,0,292,2188,2264,0,0
768,4-2-3-1,245,562,0,87,2278,2314,4-2-3-1,231,552,325,239,2270,2261,4,0
769,3-5-2,286,593,70,287,2097,2105,4-2-3-1,238,515,61,300,2190,2204,0,1
770,4-2-3-1,238,515,61,300,2190,2204,4-4-2,371,727,136,419,2071,2255,2,1
771,4-3-3,272,282,195,271,1913,2062,4-4-1-1,216,410,379,225,2086,2106,1,2
772,3-4-3,213,423,503,224,2212,2206,4-1-4-1,217,497,123,156,2101,2195,1,1
773,4-2-3-1,217,462,150,155,2193,2254,4-4-2,221,577,71,296,2089,2369,1,0
774,4-3-3,219,606,147,172,2290,2191,4-2-3-1,236,538,84,242,2261,2279,2,2
775,4-2-3-1,203,411,128,280,2005,2034,3-5-2,286,593,70,287,2097,2105,3,1
776,3-5-2,287,437,134,366,2038,2187,4-3-3,243,624,321,367,2294,2258,1,2
777,4-2-3-1,231,552,325,239,2270,2261,4-1-4-1,229,741,296,82,2158,2255,1,1
778,3-5-2,193,336,284,314,2025,1969,4-4-2,227,700,171,206,2065,2233,1,0
779,3-5-2,221,423,0,292,2188,2264,4-2-3-1,245,562,0,87,2278,2314,1,1
780,4-1-4-1,272,282,195,271,1913,2062,4-2-3-1,217,462,150,155,2193,2254,2,0
781,3-4-3,213,423,503,224,2212,2206,4-2-2-2,287,437,134,366,2038,2187,0,2
782,4-3-3,243,624,321,367,2294,2258,4-4-2,238,515,61,300,2190,2204,3,1
783,4-2-3-1,245,562,0,87,2278,2314,4-1-4-1,227,700,171,206,2065,2233,1,2
784,4-2-3-1,203,411,128,280,2005,2034,4-3-3,231,552,325,239,2270,2261,2,3
785,3-5-2,193,336,284,314,2025,1969,4-4-2,229,741,296,82,2158,2255,1,2
786,4-2-3-1,221,577,71,296,2089,2369,4-2-3-1,217,497,123,156,2101,2195,1,3
787,3-4-3,216,410,379,225,2086,2106,4-3-3,219,606,147,172,2290,2191,1,3
788,4-2-3-1,236,538,84,242,2261,2279,3-4-3,286,593,70,287,2097,2105,0,1
789,3-5-2,221,423,0,292,2188,2264,4-4-2,371,727,136,419,2071,2255,1,1
790,4-4-2,371,727,136,419,2071,2255,4-3-3,243,624,321,367,2294,2258,0,3
791,4-3-3,231,552,325,239,2270,2261,3-5-2,193,336,284,314,2025,1969,2,2
792,4-3-3,227,700,171,206,2065,2233,4-3-3,272,282,195,271,1913,2062,1,0
793,4-1-4-1,229,741,296,82,2158,2255,4-4-2,216,410,379,225,2086,2106,3,1
794,4-3-3,219,606,147,172,2290,2191,3-4-3,213,423,503,224,2212,2206,4,0
795,3-4-3,286,593,70,287,2097,2105,3-4-3,221,577,71,296,2089,2369,1,1
796,4-4-2,287,437,134,366,2038,2187,4-2-3-1,245,562,0,87,2278,2314,1,1
797,4-1-4-1,217,497,123,156,2101,2195,4-2-3-1,203,411,128,280,2005,2034,2,0
798,4-3-3,238,515,61,300,2190,2204,4-2-3-1,236,538,84,242,2261,2279,2,2
799,4-2-3-1,217,462,150,155,2193,2254,3-5-2,221,423,0,292,2188,2264,3,2
800,3-4-3,213,423,503,224,2212,2206,4-4-2,371,727,136,419,2071,2255,1,1
801,4-3-3,243,624,321,367,2294,2258,3-4-3,286,593,70,287,2097,2105,3,1
802,4-2-3-1,245,562,0,87,2278,2314,4-1-4-1,229,741,296,82,2158,2255,1,0
803,4-2-3-1,203,411,128,280,2005,2034,4-2-3-1,219,606,147,172,2290,2191,3,2
804,3-5-2,193,336,284,314,2025,1969,3-4-3,287,437,134,366,2038,2187,0,1
805,4-2-2-2,236,538,84,242,2261,2279,4-5-1,227,700,171,206,2065,2233,4,0
806,3-5-2,221,423,0,292,2188,2264,3-4-3,231,552,325,239,2270,2261,2,5
807,4-4-2,216,410,379,225,2086,2106,4-2-3-1,217,462,150,155,2193,2254,3,1
808,4-2-3-1,221,577,71,296,2089,2369,4-4-2,238,515,61,300,2190,2204,2,2
809,4-3-3,272,282,195,271,1913,2062,4-1-4-1,217,497,123,156,2101,2195,0,0
810,4-2-2-2,287,437,134,366,2038,2187,4-4-2,216,410,379,225,2086,2106,1,3
811,4-4-2,371,727,136,419,2071,2255,4-2-3-1,203,411,128,280,2005,2034,2,0
812,4-2-3-1,217,462,150,155,2193,2254,3-5-2,193,336,284,314,2025,1969,0,2
813,4-1-4-1,229,741,296,82,2158,2255,4-4-2,236,538,84,242,2261,2279,2,1
814,4-3-3,219,606,147,172,2290,2191,4-4-1-1,221,577,71,296,2089,2369,8,0
815,3-4-3,286,593,70,287,2097,2105,3-4-3,213,423,503,224,2212,2206,0,0
816,4-2-3-1,238,515,61,300,2190,2204,4-3-3,272,282,195,271,1913,2062,3,2
817,4-3-3,231,552,325,239,2270,2261,4-3-3,243,624,321,367,2294,2258,1,2
818,4-5-1,227,700,171,206,2065,2233,3-4-3,221,423,0,292,2188,2264,1,1
819,4-1-4-1,217,497,123,156,2101,2195,4-2-3-1,245,562,0,87,2278,2314,2,0
820,4-3-3,272,282,195,271,1913,2062,4-4-2,371,727,136,419,2071,2255,2,2
821,4-4-2,216,410,379,225,2086,2106,4-1-4-1,217,497,123,156,2101,2195,2,2
822,4-3-3,231,552,325,239,2270,2261,3-4-3,213,423,503,224,2212,2206,2,0
823,4-5-1,227,700,171,206,2065,2233,4-2-3-1,203,411,128,280,2005,2034,2,0
824,4-2-3-1,217,462,150,155,2193,2254,4-3-3,219,606,147,172,2290,2191,1,3
825,3-5-2,193,336,284,314,2025,1969,4-3-3,243,624,321,367,2294,2258,0,1
826,4-4-2,236,538,84,242,2261,2279,3-4-1-2,287,437,134,366,2038,2187,2,1
827,3-4-3,221,423,0,292,2188,2264,4-3-3,221,577,71,296,2089,2369,2,0
828,4-1-4-1,229,741,296,82,2158,2255,4-2-3-1,286,593,70,287,2097,2105,5,0
829,4-2-3-1,245,562,0,87,2278,2314,4-3-3,238,515,61,300,2190,2204,1,1
830,4-4-2,213,423,503,224,2212,2206,4-2-3-1,236,538,84,242,2261,2279,3,0
831,4-4-2,371,727,136,419,2071,2255,4-2-3-1,217,462,150,155,2193,2254,1,0
832,4-3-3,243,624,321,367,2294,2258,4-1-4-1,229,741,296,82,2158,2255,2,1
833,4-2-3-1,203,411,128,280,2005,2034,4-3-3,272,282,195,271,1913,2062,1,5
834,3-5-2,221,577,71,296,2089,2369,3-5-2,193,336,284,314,2025,1969,0,0
835,4-1-4-1,217,497,123,156,2101,2195,4-5-1,227,700,171,206,2065,2233,1,2
836,4-2-3-1,238,515,61,300,2190,2204,4-4-2,216,410,379,225,2086,2106,1,0
837,4-2-3-1,219,606,147,172,2290,2191,3-5-2,221,423,0,292,2188,2264,0,2
838,3-4-3,286,593,70,287,2097,2105,4-2-3-1,245,562,0,87,2278,2314,1,0
839,4-3-3,287,437,134,366,2038,2187,4-2-3-1,231,552,325,239,2270,2261,1,4
840,4-3-3,272,282,195,271,1913,2062,4-4-2,213,423,503,224,2212,2206,2,1
841,4-4-2,216,410,379,225,2086,2106,4-1-4-1,203,411,128,280,2005,2034,0,0
842,4-3-3,231,552,325,239,2270,2261,3-4-3,286,593,70,287,2097,2105,1,0
843,4-5-1,227,700,171,206,2065,2233,4-3-3,219,606,147,172,2290,2191,0,2
844,4-2-3-1,217,462,150,155,2193,2254,4-1-4-1,217,497,123,156,2101,2195,2,0
845,4-1-4-1,229,741,296,82,2158,2255,4-4-2,371,727,136,419,2071,2255,2,1
846,3-4-3,236,538,84,242,2261,2279,3-5-2,221,577,71,296,2089,2369,1,1
847,3-5-2,221,423,0,292,2188,2264,3-4-3,287,437,134,366,2038,2187,1,1
848,3-4-1-2,245,562,0,87,2278,2314,4-3-3,243,624,321,367,2294,2258,1,1
849,3-5-2,193,336,284,314,2025,1969,4-2-3-1,238,515,61,300,2190,2204,1,0
850,3-5-2,287,437,134,366,2038,2187,4-1-4-1,229,741,296,82,2158,2255,0,9
851,4-4-2,213,423,503,224,2212,2206,4-2-3-1,217,462,150,155,2193,2254,3,2
852,4-4-2,371,727,136,419,2071,2255,4-2-3-1,231,552,325,239,2270,2261,2,4
853,4-3-3,219,606,147,172,2290,2191,4-1-4-1,272,282,195,271,1913,2062,3,0
854,3-5-2,221,577,71,296,2089,2369,4-4-2,216,410,379,225,2086,2106,0,0
855,4-1-4-1,217,497,123,156,2101,2195,3-5-2,193,336,284,314,2025,1969,1,1
856,4-4-2,238,515,61,300,2190,2204,4-5-1,227,700,171,206,2065,2233,2,2
857,4-3-3,243,624,321,367,2294,2258,4-3-3,236,538,84,242,2261,2279,2,1
858,3-4-3,286,593,70,287,2097,2105,3-5-2,221,423,0,292,2188,2264,1,1
859,4-1-4-1,203,411,128,280,2005,2034,4-2-3-1,245,562,0,87,2278,2314,1,3
860,4-4-2,238,515,61,300,2190,2204,3-4-3,221,423,0,292,2188,2264,1,1
861,4-3-3,272,282,195,271,1913,2062,4-3-3,243,624,321,367,2294,2258,1,2
862,4-4-2,216,410,379,225,2086,2106,4-2-3-1,245,562,0,87,2278,2314,1,0
